planet_name,host_star_name,orbital_period_day,orbit_semi_major_axis_au,planet_rad_earth_rad,planet_rad_jup_rad,planet_mass_earth_mass,planet_mass_jup_mass,Eccentricity,planet_equil_temp_k,spectral_type,stellar_effective_temp_k,stellar_rad_solar_rad,stellar_mass_solar_mass,distance_parsec,stellar_surf_grav,declination_deg,discovery_method
K2-84 c,K2-84,27.8561,0.1768,2.095,0.187,,,,,,5652,0.885,0.95,284.876,4.48,16.6344396,Transit
K2-85 b,K2-85,0.684557939,0.012815,1.269333333,0.113166667,,,0.24,,,4366.035,0.661428571,0.6525,97.2179,4.486,18.4649505,Transit
K2-86 b,K2-86,8.776594667,0.077,3.011666667,0.267,,,,,,5305.5,0.76,0.775,258.699,4.55,18.6355718,Transit
K2-87 b,K2-87,9.726882667,0.0908,6.873333333,0.613,,,,979,,5576.5,1.28,1.055,491.242,4.34,18.8273617,Transit
K2-88 b,K2-88,4.612306667,0.03825,1.6,0.142666667,,,0.26,,,3580.575,0.326666667,0.37,110.561,5.02,19.1199667,Transit
K2-89 b,K2-89,1.095989,0.01581,0.770666667,0.068666667,,,0.15,,,3684,0.393333333,0.44,86.0386,4.835,20.4594885,Transit
K2-9 b,K2-9,18.4488386,0.0952,3.174,0.2834,,,,299,M2.5 V,3668.75,0.404,0.353333333,82.9631,4.82,0.0054085,Transit
K2-90 b,K2-90,13.72937769,0.0962,2.4525,0.219,,,0.07,502,,4293.7775,0.608,0.635,134.188,4.686666667,22.4724517,Transit
K2-90 c,K2-90,2.900415333,0.0339,1.226666667,0.109333333,,,0.19,,,4278.99,0.59,0.63,134.188,4.79,22.4724517,Transit
K2-91 b,K2-91,1.419541428,0.0172,1.166666667,0.104,,,0.09,,,3478.966667,0.31,0.34,62.5785,4.93,24.2047218,Transit
K2-95 b,K2-95,10.13430155,0.062466667,4.691428571,0.418428571,,,0.16,428.5,M3.0,3481.2,0.37,0.41,179.854,4.833333333,18.9766197,Transit
K2-97 b,K2-97,8.406286143,0.0835,12.155,1.085142857,218.2432667,0.686666667,0.22,1499,,4755.112,4.20125,1.146,878.43,3.31,10.8475571,Transit
K2-98 b,K2-98,10.13689562,0.09585,4.7216,0.421,32.2,0.10131,0,1097,F8 V,6190.6,1.452857143,1.178,518.625,4.158,11.5110933,Transit
K2-99 b,K2-99,18.25005267,0.15935,11.5012,1.0258,308.2951,0.97,0.19,1113,G0 IV,6078.3175,2.571666667,1.4475,519.229,3.72,-5.4424943,Transit
KELT-1 b,KELT-1,1.217501153,0.02466,12.442,1.11,8654.15,27.23,0.004966667,,,6544.013333,1.46,1.34,268.43,4.25,39.3837953,Transit
KELT-10 b,KELT-10,4.166263333,0.0525,15.681,1.399,215.80657,0.679,,1377,G0 V,5948,1.21,1.11,188.404,4.32,-47.0033072,Transit
KELT-11 b,KELT-11,4.736225656,0.062463333,15.244,1.36,62.29468,0.196,0.14628,1712,,5352.571429,2.747142857,1.444,99.1596,3.72,-9.3993646,Transit
KELT-12 b,KELT-12,5.031624267,0.06708,19.952,1.78,301.9385,0.95,0,1800,,6279,2.37,1.59,368.03,3.89,36.5701761,Transit
KELT-14 b,KELT-14,1.710054966,0.029805,18.2875,1.6315,394.1092,1.24,0,1937,G4,5740.5,1.4825,1.225,250.121,4.185,-42.4097623,Transit
KELT-15 b,KELT-15,3.32945766,0.04613,17.8395,1.5915,352.7913,1.11,0,1642,,6003,1.555,1.4,324.683,4.17,-52.1204471,Transit
KELT-16 b,KELT-16,0.968993548,0.02044,15.861,1.415,874.0325,2.75,0,2453,F7 V,6236,1.36,1.21,444.586,4.25,31.6610186,Transit
KELT-17 b,KELT-17,3.080174983,0.04881,17.094,1.525,416.3573,1.31,,2087,A,7454,1.65,1.64,226.5,4.22,13.7353093,Transit
KELT-18 b,KELT-18,2.871710294,0.0455,17.598,1.57,375.0394,1.18,0,2085,F4 V,6712.5,1.91,1.51,321.376,4.0575,59.4442735,Transit
KELT-19 A b,KELT-19 A,4.611726567,0.0637,21.409,1.91,1293.5681,4.07,,1935,A8 V,7500,1.83,1.62,300.276,4.13,7.6157759,Transit
KELT-2 A b,KELT-2 A,4.11378694,0.054965,14.669,1.308666667,503.1181367,1.583,0.027,,,6194.25,1.855,1.3675,134.058,4.5,30.9571333,Transit
KELT-20 b,KELT-20,3.474107312,0.0556,20.0135,1.7855,3239.00553,10.191,0,2261,A2 V,8785,1.57,1.7925,136.426,4.295,31.2192001,Transit
KELT-21 b,KELT-21,3.612767793,0.05224,17.777,1.586,1242.7153,3.91,0,2051,A8 V,7598,1.64,1.46,470.878,4.17,32.5810446,Transit
KELT-23 A b,KELT-23 A,2.255278418,0.03302,14.83,1.323,298.12454,0.938,0,1561,G2 V,5898.666667,0.986666667,0.983333333,126.261,4.446666667,66.3587097,Transit
KELT-24 b,KELT-24,5.551493323,0.068345,14.751,1.316,1490.619355,4.69,0.05925,1466,F7,6452.634,1.52,1.386,96.5173,4.218,71.655727,Transit
KELT-3 b,KELT-3,2.703389053,0.041225,15.87933333,1.416666667,518.58598,1.631666667,0.011666667,1816,,6336.285714,1.531666667,1.403333333,210.252,4.196,40.3879446,Transit
KELT-4 A b,KELT-4 A,2.989590673,0.04317,19.044,1.699,286.68266,0.902,0,1823,F,6206,1.6,1.2,218.05,4.11,25.5731366,Transit
KELT-6 b,KELT-6,7.845628883,0.07993,13.5995,1.21325,145.853365,0.4585,0.12625,1313,F8,6170,1.59,1.168,240.726,4.0825,30.640145,Transit
KELT-6 c,KELT-6,1276,2.39,,,1179.1493,3.71,0.21,,,6272,1.53,1.13,240.726,4.12,30.640145,Radial Velocity
KELT-7 b,KELT-7,2.734769663,0.04415,17.5585,1.5665,424.30305,1.335,0,2048,F,6736,1.762,1.622,136.681,4.265,33.3179532,Transit
KELT-8 b,KELT-8,3.24406628,0.045605,19.95233333,1.78,252.67485,0.795,0.0405,1675,G2 V,5745.5,1.553333333,1.045,197.572,4.096,24.1272483,Transit
KELT-9 b,KELT-9,1.481121113,0.03462,20.591,1.837,845.4278,2.66,0,4050,B9.5-A0,10170,2.315,2.385,204.455,4.09,39.9389161,Transit
KIC 10001893 b,KIC 10001893,0.2197,,,,,,,,,27500,,,1672.94,5.35,46.9844491,Orbital Brightness Modulation
KIC 10001893 c,KIC 10001893,0.32528,,,,,,,,,27500,,,1672.94,5.35,46.9844491,Orbital Brightness Modulation
KIC 10001893 d,KIC 10001893,0.81161,,,,,,,,,27500,,,1672.94,5.35,46.9844491,Orbital Brightness Modulation
KIC 10068024 b,KIC 10068024,2.073549,,,,635.65681,2,,,,6118.4,1.57,1.22,721.105,4.09,47.0228607,Orbital Brightness Modulation
KIC 10525077 b,KIC 10525077,854.083,,5.5,0.491,,,,,,6091,1.01,1.01,1461.15,4.42,47.7711541,Transit
KIC 3526061 b,KIC 3526061,3552,5.14,,,5768.58559,18.15,0.85,,,4829,5.86,1.42,401.229,3.09,38.6111112,Radial Velocity
KIC 3558849 b,KIC 3558849,1322.3,,6.9,0.616,,,,,,6175,1.01,0.98,1215.7,4.44,38.6051867,Transit
KIC 5437945 b,KIC 5437945,440.784941,1.1455,6.63,0.5555,,,0,308,,6260.312857,1.43,1.065714286,1274.01,4.142857143,40.6512848,Transit
KIC 5479689 b,KIC 5479689,1.701531,,,,158.9142,0.5,,,,5459.1,0.89,0.97,454.95,4.52,40.6381229,Orbital Brightness Modulation
KIC 7917485 b,KIC 7917485,840,,,,3750.394,11.8,0.15,,A,7067,,1.63,1382.89,4,43.6326069,Pulsation Timing Variations
KIC 8121913 b,KIC 8121913,3.294601,,,,667.43965,2.1,,,,5975.3,2.23,1.46,707.303,3.9,43.909378,Orbital Brightness Modulation
KIC 8540376 b,KOI-7892,31.8099,,4.1,0.366,,,,,,6474,1.26,1.04,1072.3,4.31,44.694569,Transit
KIC 8540376 c,KOI-7892,75.2,,2.4,0.214,,,,,,6474,1.26,1.04,1072.3,4.31,44.694569,Transit
KIC 9663113 b,KIC 9663113,572.3837363,1.36065,5.4825,0.648,,,0,240.5,,6119.601429,1.404285714,1.036666667,1594.74,4.291666667,46.3286653,Transit
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,,4.125,,,1430.75,4.518075,,,,,,0.405,6125,,-29.0868889,Microlensing
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,,2.475,,,5.146666667,0.016191667,,,,,,0.418333333,4993.333333,,-26.2663694,Microlensing
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,,0.7035,,,536,1.6865,,,,,,0.055,7066,,-26.0318,Microlensing
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,,5.1,,,2200,7,,,,,,0.45,6600,,-24.8577385,Microlensing
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,,1.08,,,1450,4.57,,,,,,0.04,6260,,-29.5169201,Microlensing
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,,3.157142857,,,708.5714286,2.285714286,,,,,,0.512857143,6914.285714,,-30.04075,Microlensing
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,,0.83,,,4923,15.49,,,,,,0.07,7010,,-29.3845615,Microlensing
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,,2.63,,,1250,3.93,,,,,,0.5,6440,,-27.4355611,Microlensing
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,,3.235,,,802.5,2.525,,,,,,0.63,4985,,-23.2013806,Microlensing
KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L,,0.681,,,245.0457,0.771,,,,,,0.06,6421,,-26.982,Microlensing
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,,3.45,,,34,0.11,,,,,,0.76,4530,,-28.1336694,Microlensing
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,,1.813333333,,,5.59,0.017586667,,,,,,0.34,5400,,-28.4902806,Microlensing
KMT-2017-BLG-0673L b,KMT-2017-BLG-0673L,,2.34,,,1166.43025,3.67,,,,,,0.63,5080,,-33.8080278,Microlensing
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,,1.39,,,5.22,0.016423333,,,,,,0.32,7093.333333,,-24.3739389,Microlensing
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,,1.85,,,700,2.2,,,,,,0.4,6050,,-25.1430306,Microlensing
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,,1.65,,,250,0.78,,,,,,0.365,6550,,-33.1424694,Microlensing
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,,1.78,,,3.54,0.01114,,,,,,0.41,4240,,-25.3239389,Microlensing
KMT-2017-BLG-2509L b,KMT-2017-BLG-2509L,,2.14,,,664.26137,2.09,,,,,,0.46,7040,,-26.31715,Microlensing
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,,4.405,,,8.14,0.0256,,,,,,1.195,3570,,-27.9847,Microlensing
KMT-2018-BLG-0030L b,KMT-2018-BLG-0030L,,4.39,,,460.85119,1.45,,,,,,0.51,6480,,-28.041625,Microlensing
KMT-2018-BLG-0087L b,KMT-2018-BLG-0087L,,0.765,,,87.40281,0.275,,,,,,0.105,6960,,-27.8320611,Microlensing
KMT-2018-BLG-0247L b,KMT-2018-BLG-0247L,,2.376666667,,,686.50936,2.16,,,,,,0.303333333,6690,,-27.1504111,Microlensing
KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,,0.62,,,60,0.19,,,,,,0.09,7300,,-30.6463889,Microlensing
KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,,1.855,,,9534.85221,30,,,,,,0.29,6890,,-28.5133611,Microlensing
KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,,0.821,,,4.983333333,0.015676667,,,,,,0.126666667,7208.333333,,-27.8780611,Microlensing
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,,6.295,,,1485,4.685,,,,,,1.17,3650,,-33.5206694,Microlensing
KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,,1.69,,,295.103675,0.9285,,,,,,0.305,6261,,-26.3596389,Microlensing
KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,,2.79,,,664.26137,2.09,,,,,,0.65,5840,,-35.7003306,Microlensing
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,,2.96,,,6.17,0.01941,,,,,,0.475,4160,,-35.5947,Microlensing
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,,0.920636364,,,162.4545455,0.511,,,M,,,0.116363636,1042.636364,,-22.1525389,Microlensing
KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,,3.12,,,367.09181,1.155,,,,,,0.69,5910,,-22.8204111,Microlensing
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,,3.81,,,365.50267,1.15,,,,,,0.66,4310,,-21.9762,Microlensing
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,,3.1,,,9.2,0.02895,,,,,,0.7,4900,,-29.5654722,Microlensing
KMT-2019-BLG-0297L b,KMT-2019-BLG-0297L,,0.96,,,6038.73973,19,,,,,,0.21,3090,,-28.9652806,Microlensing
KMT-2019-BLG-0298L b,KMT-2019-BLG-0298L,,5.652666667,,,577.0704433,1.815666667,,,,,,0.7,6728.666667,,-27.6381389,Microlensing
KMT-2019-BLG-0335L b,KMT-2019-BLG-0335L,,1.64,,,6674.39655,21,,,,,,0.32,7710,,-29.5906889,Microlensing
KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L,,1.145,,,3127.431525,9.84,,,,,,0.09,7025,,-31.5550222,Microlensing
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,,5.275,,,1026.585753,3.23,,,,,,0.74,4410,,-21.8955389,Microlensing
KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,,3.31,,,10.28,0.03234,,,,,,0.76,3320,,-29.8774389,Microlensing
KMT-2019-BLG-0953L b,KMT-2019-BLG-0953L,,1.1,,,15.5,0.04877,,,,,,0.28,7200,,-28.6746389,Microlensing
KMT-2019-BLG-1042L b,KMT-2019-BLG-1042L,,1.7,,,60.3874,0.19,,,,,,0.3,6600,,-27.5806694,Microlensing
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,,2.588428571,,,33.46279286,0.105285714,,,,,,0.428571429,2976.571429,,-35.1366389,Microlensing
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,,2.48,,,2020.25,6.355,,,,,,0.375,6620,,-25.5739167,Microlensing
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,,1.7,,,4.086666667,0.012856667,,,,,,0.25,4673.333333,,-29.7622111,Microlensing
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,,2.6,,,1287.20505,4.05,,,,,,0.79,4600,,-27.5669389,Microlensing
KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,,3.06,,,634.06767,1.995,,,,,,0.6,3815,,-28.7771389,Microlensing
KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L,,3.004,,,4.646,0.014616,,,,,,0.742,6638,,-29.4148889,Microlensing
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,,,,,200,0.64,,,,,,0.31,7040,,-28.2011111,Microlensing
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,,1.85,,,368.68095,1.16,,,,,,0.34,5910,,-33.7885194,Microlensing
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,,2,,,88.99195,0.28,,,,,,0.47,6100,,-29.4231611,Microlensing
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,,1.4275,,,1.0775,0.0033925,,,,,,0.295,957.5,,-28.4852222,Microlensing
KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,,7.07,,,5411.02863,17.025,,,,,,0.295,957.5,,-28.4852222,Microlensing
KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,,3.065,,,1806.854495,5.685,,,,,,0.6225,3345,,-29.7438889,Microlensing
KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,,3.618181818,,,9.036363636,0.028431818,,,,5200,,0.789090909,4681.818182,,-30.0930556,Microlensing
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,,2.395,,,41.84740667,0.131666667,,,,,,0.363333333,5671.666667,,-30.0086889,Microlensing
KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L,,2.716666667,,,107.00223,0.336666667,,,,,,0.5,6866.666667,,-30.0049694,Microlensing
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,,2.045,,,31.78284,0.1,,,,,,0.32,6950,,-30.5039389,Microlensing
KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,,,,,2034.1018,6.4,,,,,,0.62,6600,,-29.6043889,Microlensing
KMT-2021-BLG-0712L b,KMT-2021-BLG-0712L,,2.026666667,,,34.61666667,0.108916667,,,,,,0.196666667,2790,,-31.1844694,Microlensing
KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L,,2.413333333,,,140.9039267,0.443333333,,,,,,0.36,6093.333333,,-25.7465806,Microlensing
KMT-2021-BLG-0909L b,KMT-2021-BLG-0909L,,1.75,,,400.46379,1.26,,,,,,0.38,6480,,-27.6391389,Microlensing
KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,,3.085,,,4.865,0.015305,,,K,,,0.775,6135,,-31.9976389,Microlensing
KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,,1.26,,,69.92225,0.22,,,M V,,,0.14,8240,,-33.8428111,Microlensing
KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L,,0.93,,,79.4571,0.25,,,M V,,,0.14,8240,,-33.8428111,Microlensing
KMT-2021-BLG-1105L b,KMT-2021-BLG-1105L,,3.552857143,,,508.07141,1.598571429,,,,,,0.778571429,4432.857143,,-25.5089111,Microlensing
KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L,,4.5,,,279.689,0.88,,,,,,0.73,3800,,-31.3133306,Microlensing
KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,,1.652,,,19.698,0.061978,,,,,,0.25,6570,,-29.2792806,Microlensing
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,,2.89,,,120.77479,0.38,,,,,,0.57,6280,,-29.2815806,Microlensing
KMT-2021-BLG-1372L b,KMT-2021-BLG-1372L,,2.346666667,,,60.87666667,0.19154,,,,,,0.42,5970,,-28.1483889,Microlensing
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,,2.016,,,4.196,0.013202,,,,,,0.32,6094,,-28.0605,Microlensing
KMT-2021-BLG-1547L b,KMT-2021-BLG-1547L,,4.5,,,467.20776,1.47,,,,,,0.72,5070,,-29.0839389,Microlensing
KMT-2021-BLG-1554L b,KMT-2021-BLG-1554L,,0.84,,,38.13941,0.12,,,,,,0.08,7680,,-31.8643611,Microlensing
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,,2.871428571,,,42.85714286,0.134844286,,,,4570,,0.63,6257.142857,,-30.1452778,Microlensing
KMT-2021-BLG-1770L b,KMT-2021-BLG-1770L,,0.9,,,6674.39655,21,,,,,,0.13,6920,,-27.4186694,Microlensing
KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,,2.45,,,241.54959,0.76,,,,,,0.48,6900,,-27.3758389,Microlensing
KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L,,2.105,,,340.0764,1.07,,,,,,0.37,7090,,-32.26975,Microlensing
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,,1.0725,,,22.24799,0.07,,,,,,0.125,6830,,-28.6124389,Microlensing
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,,1.85,,,287.1049967,0.903333333,,,,,,0.2,2963.333333,,-29.1019694,Microlensing
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,,3.22,,,82.63539,0.26,,,,,,0.63,7140,,-34.6986694,Microlensing
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,,3.25,,,15.35,0.048295,,,,,,0.53,3500,,-32.2953056,Microlensing
KMT-2022-BLG-1013L b,KMT-2022-BLG-1013L,,1.38,,,98.52681,0.31,,,,,,0.18,7710,,-28.3556694,Microlensing
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,,3.0125,,,1024.44041,3.22325,,,,,,0.6225,6067.5,,-25.0794889,Microlensing
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,,1.31,,,179.57305,0.565,,,,,,0.17,7220,,-29.62275,Microlensing
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,,1.365,,,375.03752,1.18,,,,,,0.15,7210,,-29.0584694,Microlensing
KOI-12 b,KOI-12,17.85521663,0.148142857,15.0331,1.4254,1739.589533,5.473333333,0.2225,929.8,,6761.437692,1.544285714,1.438461538,399.398,4.246666667,41.0110188,Transit
KOI-1257 b,KOI-1257,86.64765798,0.362383333,8.255714286,0.822,460.83,1.45,0.128666667,398.6666667,G5 V,5391,0.938571429,0.854285714,,4.425714286,44.9272918,Transit
KOI-13 b,KOI-13,1.763594449,0.03760125,20.73246154,1.643375,2645.476212,8.32375,0.005715556,3342,,8518.741667,2.473571429,2.085,519.096,3.97,46.8682463,Transit
KOI-142 b,KOI-142,10.92556596,0.0974555,3.782428571,0.331,9.852266667,0.03091,0.01859,769,,5488.9625,0.93375,0.99375,376.863,4.49,40.669413,Transit
KOI-142 c,KOI-142,22.290527,0.1546855,,,206.8713933,0.65118,0.03784,,,5468.5,0.89,0.976666667,376.863,4.53,40.669413,Transit Timing Variations
KOI-1599.01,KOI-1599,20.41296043,0.14658,1.996666667,0.17,4.6,0.01447,0.002333333,657,,5816.857143,1.01625,1.0175,1131.64,4.428571429,40.6184483,Transit
KOI-1599.02,KOI-1599,13.61497803,0.111882167,36.37333333,0.17,9,0.02832,0.0019,751.8,,5814.166667,0.992857143,1.012857143,1131.64,4.446666667,40.6184483,Transit
KOI-1783.01,KOI-1783,134.4767604,0.52052,8.396666667,0.79,71,0.22339,0,382,,6072.875,1.09375,1.06,865.73,4.38375,46.988155,Transit
KOI-1783.02,KOI-1783,284.0799414,0.8568,5.033333333,0.485,15,0.0472,0,297.8,,6072.875,1.09375,1.06,865.73,4.38375,46.988155,Transit
KOI-1831 d,Kepler-324,34.2001749,0.19758,1.153333333,0.101,2.23,0.00702,0,471.1666667,,5279.5,0.81625,0.88375,501.574,4.561428571,49.6490933,Transit
KOI-1833 d,Kepler-968,7.684429134,0.06325,2.202,0.23,11.02,0.03467,0,590.8,,4412.857143,0.625714286,0.622857143,290.324,4.645,50.1120401,Transit
KOI-217 b,KOI-217,3.905085662,0.048116667,12.740875,1.131,,,0,1042.4,,5502.272727,0.894545455,0.963,914.699,4.513333333,46.2858128,Transit
KOI-2513.01,KOI-2513,19.0054018,0.2018,58.927,0.25,7310.05336,23,0.06,760.6,,6156.155,1.076666667,1.031666667,1369.87,4.4,46.3792321,Transit
KOI-3503 b,KOI-3503,21.18716513,0.145825,0.858,0.106,9.2,0.02895,0,696.6,,6227.941667,0.993333333,0.943333333,887.064,4.484,41.7291532,Transit
KOI-3503 c,KOI-3503,31.8253978,0.1911,0.936666667,0.108,10.36,0.0326,0,621.3333333,,6168.6625,1.065,0.9525,887.064,4.443333333,41.7291532,Transit
KOI-351 b,KOI-351,7.008237125,0.073127333,1.237428571,0.116333333,,,0,1060,,6116.6575,1.16,1.09,848.254,4.358571429,49.3051239,Transit
KOI-351 c,KOI-351,8.719764055,0.085232333,1.378428571,0.124333333,,,0,985,,6116.6575,1.16,1.09,848.254,4.358571429,49.3051239,Transit
KOI-351 d,KOI-351,59.73702526,0.306911333,2.720285714,0.256,,,0,519,,6107.154444,1.17,1.093333333,848.254,4.35125,49.3051239,Transit
KOI-351 e,KOI-351,91.94007015,0.408005333,2.489714286,0.235333333,,,0,449.5,,6107.154444,1.17,1.093333333,848.254,4.35125,49.3051239,Transit
KOI-351 f,KOI-351,124.91742,0.4915314,2.890333333,0.269333333,,,0,406.3333333,,6086.18,1.172857143,1.082857143,848.254,4.346666667,49.3051239,Transit
KOI-351 g,KOI-351,210.6005514,0.705892,7.48425,0.70625,138.48489,0.43572,0,341,,6104.439,1.173,1.104,848.254,4.35125,49.3051239,Transit
KOI-351 h,KOI-351,331.6044677,0.958472286,10.702,1.0046,308.57276,0.970875,0,293,,6125.126,1.153,1.089,848.254,4.36125,49.3051239,Transit
KOI-3680 b,KOI-3680,141.2416336,0.53004,10.9014,0.99,613.4119,1.93,0.0992,345,,5818.46,0.99,0.998571429,921.986,4.45,45.3096572,Transit
KOI-4777.01,KOI-4777,0.741600096,0.010475,0.4425,0.045,99.2,0.31212,0,854.5,,3446,0.33,0.33,172.245,4.912,42.0322257,Transit
KOI-55 b,KOI-55,0.240104,0.006,0.759,0.068,0.44,0.0014,,,B,27730,0.2,0.5,1231.02,5.52,41.0927315,Orbital Brightness Modulation
KOI-55 c,KOI-55,0.342887,0.0076,0.867,0.077,0.655,0.0021,,,B,27730,0.2,0.5,1231.02,5.52,41.0927315,Orbital Brightness Modulation
KOI-7368 b,KOI-7368,6.84296285,0.0678,3.08,0.198,,,0,805,,5028.275,0.925,0.83,264.995,4.4275,48.0652589,Transit
KOI-7913 b,KOI-7913 A,24.27843773,0.1456,2.185,0.209,,,0,432,K6 V,4333,0.756666667,0.706666667,271.277,4.526666667,45.1587234,Transit
KOI-94 b,KOI-94,3.74317805,0.049472143,1.596111111,0.14475,8.128475,0.025525,0.035714286,1428.333333,,6162.181818,1.387272727,1.164545455,477.052,4.22,41.8911186,Transit
KOI-94 c,KOI-94,10.42369848,0.097943,3.8485,0.349,9.751065,0.03066,0.061428571,1008.166667,,6165.384615,1.400769231,1.169285714,477.052,4.215,41.8911186,Transit
KOI-94 d,KOI-94,22.34297478,0.162831143,10.2708,0.928,74.0254575,0.2330325,0.003142857,785.3333333,,6166.571429,1.409285714,1.176666667,477.052,4.212307692,41.8911186,Transit
KOI-94 e,KOI-94,54.32000142,0.294581857,6.116222222,0.55475,18.69795333,0.05879,0.002714286,581.1666667,,6165.384615,1.400769231,1.174615385,477.052,4.215,41.8911186,Transit
KOI-984 b,KOI-984,4.287688553,0.0511,3.02,0.384,,,0.018,1000.428571,,5387.262222,0.854285714,0.964285714,252.667,4.545714286,36.8400772,Transit
KOI-984 c,KOI-984,15.05595,0.11315,,,116.9,0.367805,0.2,770,,5295,0.82,0.93,252.667,4.54,36.8400772,Transit Timing Variations
KPS-1 b,KPS-1,1.706313926,0.0269,11.545,1.03,346.4347,1.09,0,1459,K1 V,5165,0.91,0.89,262.706,4.47,64.9638452,Transit
Kapteyn c,Kapteyn,121.54,0.311,,,7,0.022,0.23,,,3550,0.29,0.28,3.93305,,-45.0430198,Radial Velocity
Kepler-10 b,Kepler-10,0.837465959,0.016847167,1.4604375,0.131454545,3.838485556,0.011984444,0.005454545,2026.7,,5672.65,1.067,0.938,185.506,4.355294118,50.2414842,Transit
Kepler-10 c,Kepler-10,45.2943225,0.2400388,2.301857143,0.207666667,13.670085,0.043005,0.017083333,529.875,,5673.222222,1.067222222,0.941111111,185.506,4.356666667,50.2414842,Transit
Kepler-10 d,Kepler-10,151.04,0.5379,,,12.68,0.0399,0.26,,,5708,1.06,0.91,185.506,,50.2414842,Radial Velocity
Kepler-100 b,Kepler-100,6.8870823,0.072693833,1.3102,0.1184,6.39246,0.020065,0.018571429,1143,,5847.583333,1.494166667,1.076666667,304.645,4.121818182,41.9901394,Transit
Kepler-100 c,Kepler-100,12.81587553,0.1100895,2.2586,0.2034,5.526115,0.017385,0.002857143,929.2,,5847.583333,1.494166667,1.076666667,304.645,4.121818182,41.9901394,Transit
Kepler-100 d,Kepler-100,35.33308257,0.2164225,1.52,0.1384,2.38654,0.00751,0.054285714,662.4,,5847.583333,1.494166667,1.076666667,304.645,4.121818182,41.9901394,Transit
